stack,position,hand,allin,raise,call,fold,boundary,source_frame
4,UTG,AA,100,0,0,0,false,frame_000.00.png
4,UTG,AKs,100,0,0,0,false,frame_000.00.png
4,UTG,AQs,100,0,0,0,false,frame_000.00.png
4,UTG,AJs,100,0,0,0,false,frame_000.00.png
4,UTG,ATs,100,0,0,0,false,frame_000.00.png
4,UTG,A9s,100,0,0,0,false,frame_000.00.png
4,UTG,A8s,100,0,0,0,false,frame_000.00.png
4,UTG,A7s,100,0,0,0,false,frame_000.00.png
4,UTG,A6s,100,0,0,0,false,frame_000.00.png
4,UTG,A5s,100,0,0,0,false,frame_000.00.png
4,UTG,A4s,100,0,0,0,false,frame_000.00.png
4,UTG,A3s,100,0,0,0,false,frame_000.00.png
4,UTG,A2s,100,0,0,0,false,frame_000.00.png
4,UTG,AKo,100,0,0,0,false,frame_000.00.png
4,UTG,KK,100,0,0,0,false,frame_000.00.png
4,UTG,KQs,100,0,0,0,false,frame_000.00.png
4,UTG,KJs,100,0,0,0,false,frame_000.00.png
4,UTG,KTs,100,0,0,0,false,frame_000.00.png
4,UTG,K9s,100,0,0,0,false,frame_000.00.png
4,UTG,K8s,100,0,0,0,false,frame_000.00.png
4,UTG,K7s,100,0,0,0,false,frame_000.00.png
4,UTG,K6s,100,0,0,0,false,frame_000.00.png
4,UTG,K5s,76,0,0,24,false,frame_000.00.png
4,UTG,K4s,0,0,0,100,false,frame_000.00.png
4,UTG,K3s,0,0,0,100,false,frame_000.00.png
4,UTG,K2s,0,0,0,100,false,frame_000.00.png
4,UTG,AQo,100,0,0,0,false,frame_000.00.png
4,UTG,KQo,100,0,0,0,false,frame_000.00.png
4,UTG,QQ,100,0,0,0,false,frame_000.00.png
4,UTG,QJs,100,0,0,0,false,frame_000.00.png
4,UTG,QTs,100,0,0,0,false,frame_000.00.png
4,UTG,Q9s,100,0,0,0,false,frame_000.00.png
4,UTG,Q8s,100,0,0,0,false,frame_000.00.png
4,UTG,Q7s,0,0,0,100,false,frame_000.00.png
4,UTG,Q6s,0,0,0,100,false,frame_000.00.png
4,UTG,Q5s,0,0,0,100,false,frame_000.00.png
4,UTG,Q4s,0,0,0,100,false,frame_000.00.png
4,UTG,Q3s,0,0,0,100,false,frame_000.00.png
4,UTG,Q2s,0,0,0,100,false,frame_000.00.png
4,UTG,AJo,100,0,0,0,false,frame_000.00.png
4,UTG,KJo,100,0,0,0,false,frame_000.00.png
4,UTG,QJo,100,0,0,0,false,frame_000.00.png
4,UTG,JJ,100,0,0,0,false,frame_000.00.png
4,UTG,JTs,100,0,0,0,false,frame_000.00.png
4,UTG,J9s,100,0,0,0,false,frame_000.00.png
4,UTG,J8s,0,0,0,100,false,frame_000.00.png
4,UTG,J7s,0,0,0,100,false,frame_000.00.png
4,UTG,J6s,0,0,0,100,false,frame_000.00.png
4,UTG,J5s,0,0,0,100,false,frame_000.00.png
4,UTG,J4s,0,0,0,100,false,frame_000.00.png
4,UTG,J3s,0,0,0,100,false,frame_000.00.png
4,UTG,J2s,0,0,0,100,false,frame_000.00.png
4,UTG,ATo,100,0,0,0,false,frame_000.00.png
4,UTG,KTo,100,0,0,0,false,frame_000.00.png
4,UTG,QTo,100,0,0,0,false,frame_000.00.png
4,UTG,JTo,100,0,0,0,false,frame_000.00.png
4,UTG,TT,100,0,0,0,false,frame_000.00.png
4,UTG,T9s,100,0,0,0,false,frame_000.00.png
4,UTG,T8s,0,0,0,100,false,frame_000.00.png
4,UTG,T7s,0,0,0,100,false,frame_000.00.png
4,UTG,T6s,0,0,0,100,false,frame_000.00.png
4,UTG,T5s,0,0,0,100,false,frame_000.00.png
4,UTG,T4s,0,0,0,100,false,frame_000.00.png
4,UTG,T3s,0,0,0,100,false,frame_000.00.png
4,UTG,T2s,0,0,0,100,false,frame_000.00.png
4,UTG,A9o,100,0,0,0,false,frame_000.00.png
4,UTG,K9o,0,0,0,100,false,frame_000.00.png
4,UTG,Q9o,0,0,0,100,false,frame_000.00.png
4,UTG,J9o,0,0,0,100,false,frame_000.00.png
4,UTG,T9o,0,0,0,100,false,frame_000.00.png
4,UTG,99,100,0,0,0,false,frame_000.00.png
4,UTG,98s,82,0,0,18,false,frame_000.00.png
4,UTG,97s,0,0,0,100,false,frame_000.00.png
4,UTG,96s,0,0,0,100,false,frame_000.00.png
4,UTG,95s,0,0,0,100,false,frame_000.00.png
4,UTG,94s,0,0,0,100,false,frame_000.00.png
4,UTG,93s,0,0,0,100,false,frame_000.00.png
4,UTG,92s,0,0,0,100,false,frame_000.00.png
4,UTG,A8o,100,0,0,0,false,frame_000.00.png
4,UTG,K8o,0,0,0,100,false,frame_000.00.png
4,UTG,Q8o,0,0,0,100,false,frame_000.00.png
4,UTG,J8o,0,0,0,100,false,frame_000.00.png
4,UTG,T8o,0,0,0,100,false,frame_000.00.png
4,UTG,98o,0,0,0,100,false,frame_000.00.png
4,UTG,88,100,0,0,0,false,frame_000.00.png
4,UTG,87s,0,0,0,100,false,frame_000.00.png
4,UTG,86s,0,0,0,100,false,frame_000.00.png
4,UTG,85s,0,0,0,100,false,frame_000.00.png
4,UTG,84s,0,0,0,100,false,frame_000.00.png
4,UTG,83s,0,0,0,100,false,frame_000.00.png
4,UTG,82s,0,0,0,100,false,frame_000.00.png
4,UTG,A7o,100,0,0,0,false,frame_000.00.png
4,UTG,K7o,0,0,0,100,false,frame_000.00.png
4,UTG,Q7o,0,0,0,100,false,frame_000.00.png
4,UTG,J7o,0,0,0,100,false,frame_000.00.png
4,UTG,T7o,0,0,0,100,false,frame_000.00.png
4,UTG,97o,0,0,0,100,false,frame_000.00.png
4,UTG,87o,0,0,0,100,false,frame_000.00.png
4,UTG,77,100,0,0,0,false,frame_000.00.png
4,UTG,76s,0,0,0,100,false,frame_000.00.png
4,UTG,75s,0,0,0,100,false,frame_000.00.png
4,UTG,74s,0,0,0,100,false,frame_000.00.png
4,UTG,73s,0,0,0,100,false,frame_000.00.png
4,UTG,72s,0,0,0,100,false,frame_000.00.png
4,UTG,A6o,100,0,0,0,false,frame_000.00.png
4,UTG,K6o,0,0,0,100,false,frame_000.00.png
4,UTG,Q6o,0,0,0,100,false,frame_000.00.png
4,UTG,J6o,0,0,0,100,false,frame_000.00.png
4,UTG,T6o,0,0,0,100,false,frame_000.00.png
4,UTG,96o,0,0,0,100,false,frame_000.00.png
4,UTG,86o,0,0,0,100,false,frame_000.00.png
4,UTG,76o,0,0,0,100,false,frame_000.00.png
4,UTG,66,100,0,0,0,false,frame_000.00.png
4,UTG,65s,0,0,0,100,false,frame_000.00.png
4,UTG,64s,0,0,0,100,false,frame_000.00.png
4,UTG,63s,0,0,0,100,false,frame_000.00.png
4,UTG,62s,0,0,0,100,false,frame_000.00.png
4,UTG,A5o,100,0,0,0,false,frame_000.00.png
4,UTG,K5o,0,0,0,100,false,frame_000.00.png
4,UTG,Q5o,0,0,0,100,false,frame_000.00.png
4,UTG,J5o,0,0,0,100,false,frame_000.00.png
4,UTG,T5o,0,0,0,100,false,frame_000.00.png
4,UTG,95o,0,0,0,100,false,frame_000.00.png
4,UTG,85o,0,0,0,100,false,frame_000.00.png
4,UTG,75o,0,0,0,100,false,frame_000.00.png
4,UTG,65o,0,0,0,100,false,frame_000.00.png
4,UTG,55,100,0,0,0,false,frame_000.00.png
4,UTG,54s,0,0,0,100,false,frame_000.00.png
4,UTG,53s,0,0,0,100,false,frame_000.00.png
4,UTG,52s,0,0,0,100,false,frame_000.00.png
4,UTG,A4o,100,0,0,0,false,frame_000.00.png
4,UTG,K4o,0,0,0,100,false,frame_000.00.png
4,UTG,Q4o,0,0,0,100,false,frame_000.00.png
4,UTG,J4o,0,0,0,100,false,frame_000.00.png
4,UTG,T4o,0,0,0,100,false,frame_000.00.png
4,UTG,94o,0,0,0,100,false,frame_000.00.png
4,UTG,84o,0,0,0,100,false,frame_000.00.png
4,UTG,74o,0,0,0,100,false,frame_000.00.png
4,UTG,64o,0,0,0,100,false,frame_000.00.png
4,UTG,54o,0,0,0,100,false,frame_000.00.png
4,UTG,44,100,0,0,0,false,frame_000.00.png
4,UTG,43s,0,0,0,100,false,frame_000.00.png
4,UTG,42s,0,0,0,100,false,frame_000.00.png
4,UTG,A3o,0,0,0,100,false,frame_000.00.png
4,UTG,K3o,0,0,0,100,false,frame_000.00.png
4,UTG,Q3o,0,0,0,100,false,frame_000.00.png
4,UTG,J3o,0,0,0,100,false,frame_000.00.png
4,UTG,T3o,0,0,0,100,false,frame_000.00.png
4,UTG,93o,0,0,0,100,false,frame_000.00.png
4,UTG,83o,0,0,0,100,false,frame_000.00.png
4,UTG,73o,0,0,0,100,false,frame_000.00.png
4,UTG,63o,0,0,0,100,false,frame_000.00.png
4,UTG,53o,0,0,0,100,false,frame_000.00.png
4,UTG,43o,0,0,0,100,false,frame_000.00.png
4,UTG,33,100,0,0,0,false,frame_000.00.png
4,UTG,32s,0,0,0,100,false,frame_000.00.png
4,UTG,A2o,0,0,0,100,false,frame_000.00.png
4,UTG,K2o,0,0,0,100,false,frame_000.00.png
4,UTG,Q2o,0,0,0,100,false,frame_000.00.png
4,UTG,J2o,0,0,0,100,false,frame_000.00.png
4,UTG,T2o,0,0,0,100,false,frame_000.00.png
4,UTG,92o,0,0,0,100,false,frame_000.00.png
4,UTG,82o,0,0,0,100,false,frame_000.00.png
4,UTG,72o,0,0,0,100,false,frame_000.00.png
4,UTG,62o,0,0,0,100,false,frame_000.00.png
4,UTG,52o,0,0,0,100,false,frame_000.00.png
4,UTG,42o,0,0,0,100,false,frame_000.00.png
4,UTG,32o,0,0,0,100,false,frame_000.00.png
4,UTG,22,0,0,0,100,false,frame_000.00.png
4,UTG1,AA,100,0,0,0,false,frame_003.00.png
4,UTG1,AKs,100,0,0,0,false,frame_003.00.png
4,UTG1,AQs,100,0,0,0,false,frame_003.00.png
4,UTG1,AJs,100,0,0,0,false,frame_003.00.png
4,UTG1,ATs,100,0,0,0,false,frame_003.00.png
4,UTG1,A9s,100,0,0,0,false,frame_003.00.png
4,UTG1,A8s,100,0,0,0,false,frame_003.00.png
4,UTG1,A7s,100,0,0,0,false,frame_003.00.png
4,UTG1,A6s,100,0,0,0,false,frame_003.00.png
4,UTG1,A5s,100,0,0,0,false,frame_003.00.png
4,UTG1,A4s,100,0,0,0,false,frame_003.00.png
4,UTG1,A3s,100,0,0,0,false,frame_003.00.png
4,UTG1,A2s,100,0,0,0,false,frame_003.00.png
4,UTG1,AKo,100,0,0,0,false,frame_003.00.png
4,UTG1,KK,100,0,0,0,false,frame_003.00.png
4,UTG1,KQs,100,0,0,0,false,frame_003.00.png
4,UTG1,KJs,100,0,0,0,false,frame_003.00.png
4,UTG1,KTs,100,0,0,0,false,frame_003.00.png
4,UTG1,K9s,100,0,0,0,false,frame_003.00.png
4,UTG1,K8s,100,0,0,0,false,frame_003.00.png
4,UTG1,K7s,100,0,0,0,false,frame_003.00.png
4,UTG1,K6s,100,0,0,0,false,frame_003.00.png
4,UTG1,K5s,100,0,0,0,false,frame_003.00.png
4,UTG1,K4s,0,0,0,100,false,frame_003.00.png
4,UTG1,K3s,0,0,0,100,false,frame_003.00.png
4,UTG1,K2s,0,0,0,100,false,frame_003.00.png
4,UTG1,AQo,100,0,0,0,false,frame_003.00.png
4,UTG1,KQo,100,0,0,0,false,frame_003.00.png
4,UTG1,QQ,100,0,0,0,false,frame_003.00.png
4,UTG1,QJs,100,0,0,0,false,frame_003.00.png
4,UTG1,QTs,100,0,0,0,false,frame_003.00.png
4,UTG1,Q9s,100,0,0,0,false,frame_003.00.png
4,UTG1,Q8s,100,0,0,0,false,frame_003.00.png
4,UTG1,Q7s,0,0,0,100,false,frame_003.00.png
4,UTG1,Q6s,0,0,0,100,false,frame_003.00.png
4,UTG1,Q5s,0,0,0,100,false,frame_003.00.png
4,UTG1,Q4s,0,0,0,100,false,frame_003.00.png
4,UTG1,Q3s,0,0,0,100,false,frame_003.00.png
4,UTG1,Q2s,0,0,0,100,false,frame_003.00.png
4,UTG1,AJo,100,0,0,0,false,frame_003.00.png
4,UTG1,KJo,100,0,0,0,false,frame_003.00.png
4,UTG1,QJo,100,0,0,0,false,frame_003.00.png
4,UTG1,JJ,100,0,0,0,false,frame_003.00.png
4,UTG1,JTs,100,0,0,0,false,frame_003.00.png
4,UTG1,J9s,100,0,0,0,false,frame_003.00.png
4,UTG1,J8s,100,0,0,0,false,frame_003.00.png
4,UTG1,J7s,0,0,0,100,false,frame_003.00.png
4,UTG1,J6s,0,0,0,100,false,frame_003.00.png
4,UTG1,J5s,0,0,0,100,false,frame_003.00.png
4,UTG1,J4s,0,0,0,100,false,frame_003.00.png
4,UTG1,J3s,0,0,0,100,false,frame_003.00.png
4,UTG1,J2s,0,0,0,100,false,frame_003.00.png
4,UTG1,ATo,100,0,0,0,false,frame_003.00.png
4,UTG1,KTo,100,0,0,0,false,frame_003.00.png
4,UTG1,QTo,100,0,0,0,false,frame_003.00.png
4,UTG1,JTo,100,0,0,0,false,frame_003.00.png
4,UTG1,TT,100,0,0,0,false,frame_003.00.png
4,UTG1,T9s,100,0,0,0,false,frame_003.00.png
4,UTG1,T8s,100,0,0,0,false,frame_003.00.png
4,UTG1,T7s,0,0,0,100,false,frame_003.00.png
4,UTG1,T6s,0,0,0,100,false,frame_003.00.png
4,UTG1,T5s,0,0,0,100,false,frame_003.00.png
4,UTG1,T4s,0,0,0,100,false,frame_003.00.png
4,UTG1,T3s,0,0,0,100,false,frame_003.00.png
4,UTG1,T2s,0,0,0,100,false,frame_003.00.png
4,UTG1,A9o,100,0,0,0,false,frame_003.00.png
4,UTG1,K9o,100,0,0,0,false,frame_003.00.png
4,UTG1,Q9o,0,0,0,100,false,frame_003.00.png
4,UTG1,J9o,0,0,0,100,false,frame_003.00.png
4,UTG1,T9o,0,0,0,100,false,frame_003.00.png
4,UTG1,99,100,0,0,0,false,frame_003.00.png
4,UTG1,98s,100,0,0,0,false,frame_003.00.png
4,UTG1,97s,0,0,0,100,false,frame_003.00.png
4,UTG1,96s,0,0,0,100,false,frame_003.00.png
4,UTG1,95s,0,0,0,100,false,frame_003.00.png
4,UTG1,94s,0,0,0,100,false,frame_003.00.png
4,UTG1,93s,0,0,0,100,false,frame_003.00.png
4,UTG1,92s,0,0,0,100,false,frame_003.00.png
4,UTG1,A8o,100,0,0,0,false,frame_003.00.png
4,UTG1,K8o,0,0,0,100,false,frame_003.00.png
4,UTG1,Q8o,0,0,0,100,false,frame_003.00.png
4,UTG1,J8o,0,0,0,100,false,frame_003.00.png
4,UTG1,T8o,0,0,0,100,false,frame_003.00.png
4,UTG1,98o,0,0,0,100,false,frame_003.00.png
4,UTG1,88,100,0,0,0,false,frame_003.00.png
4,UTG1,87s,0,0,0,100,false,frame_003.00.png
4,UTG1,86s,0,0,0,100,false,frame_003.00.png
4,UTG1,85s,0,0,0,100,false,frame_003.00.png
4,UTG1,84s,0,0,0,100,false,frame_003.00.png
4,UTG1,83s,0,0,0,100,false,frame_003.00.png
4,UTG1,82s,0,0,0,100,false,frame_003.00.png
4,UTG1,A7o,100,0,0,0,false,frame_003.00.png
4,UTG1,K7o,0,0,0,100,false,frame_003.00.png
4,UTG1,Q7o,0,0,0,100,false,frame_003.00.png
4,UTG1,J7o,0,0,0,100,false,frame_003.00.png
4,UTG1,T7o,0,0,0,100,false,frame_003.00.png
4,UTG1,97o,0,0,0,100,false,frame_003.00.png
4,UTG1,87o,0,0,0,100,false,frame_003.00.png
4,UTG1,77,100,0,0,0,false,frame_003.00.png
4,UTG1,76s,0,0,0,100,false,frame_003.00.png
4,UTG1,75s,0,0,0,100,false,frame_003.00.png
4,UTG1,74s,0,0,0,100,false,frame_003.00.png
4,UTG1,73s,0,0,0,100,false,frame_003.00.png
4,UTG1,72s,0,0,0,100,false,frame_003.00.png
4,UTG1,A6o,100,0,0,0,false,frame_003.00.png
4,UTG1,K6o,0,0,0,100,false,frame_003.00.png
4,UTG1,Q6o,0,0,0,100,false,frame_003.00.png
4,UTG1,J6o,0,0,0,100,false,frame_003.00.png
4,UTG1,T6o,0,0,0,100,false,frame_003.00.png
4,UTG1,96o,0,0,0,100,false,frame_003.00.png
4,UTG1,86o,0,0,0,100,false,frame_003.00.png
4,UTG1,76o,0,0,0,100,false,frame_003.00.png
4,UTG1,66,100,0,0,0,false,frame_003.00.png
4,UTG1,65s,0,0,0,100,false,frame_003.00.png
4,UTG1,64s,0,0,0,100,false,frame_003.00.png
4,UTG1,63s,0,0,0,100,false,frame_003.00.png
4,UTG1,62s,0,0,0,100,false,frame_003.00.png
4,UTG1,A5o,100,0,0,0,false,frame_003.00.png
4,UTG1,K5o,0,0,0,100,false,frame_003.00.png
4,UTG1,Q5o,0,0,0,100,false,frame_003.00.png
4,UTG1,J5o,0,0,0,100,false,frame_003.00.png
4,UTG1,T5o,0,0,0,100,false,frame_003.00.png
4,UTG1,95o,0,0,0,100,false,frame_003.00.png
4,UTG1,85o,0,0,0,100,false,frame_003.00.png
4,UTG1,75o,0,0,0,100,false,frame_003.00.png
4,UTG1,65o,0,0,0,100,false,frame_003.00.png
4,UTG1,55,100,0,0,0,false,frame_003.00.png
4,UTG1,54s,0,0,0,100,false,frame_003.00.png
4,UTG1,53s,0,0,0,100,false,frame_003.00.png
4,UTG1,52s,0,0,0,100,false,frame_003.00.png
4,UTG1,A4o,100,0,0,0,false,frame_003.00.png
4,UTG1,K4o,0,0,0,100,false,frame_003.00.png
4,UTG1,Q4o,0,0,0,100,false,frame_003.00.png
4,UTG1,J4o,0,0,0,100,false,frame_003.00.png
4,UTG1,T4o,0,0,0,100,false,frame_003.00.png
4,UTG1,94o,0,0,0,100,false,frame_003.00.png
4,UTG1,84o,0,0,0,100,false,frame_003.00.png
4,UTG1,74o,0,0,0,100,false,frame_003.00.png
4,UTG1,64o,0,0,0,100,false,frame_003.00.png
4,UTG1,54o,0,0,0,100,false,frame_003.00.png
4,UTG1,44,100,0,0,0,false,frame_003.00.png
4,UTG1,43s,0,0,0,100,false,frame_003.00.png
4,UTG1,42s,0,0,0,100,false,frame_003.00.png
4,UTG1,A3o,100,0,0,0,false,frame_003.00.png
4,UTG1,K3o,0,0,0,100,false,frame_003.00.png
4,UTG1,Q3o,0,0,0,100,false,frame_003.00.png
4,UTG1,J3o,0,0,0,100,false,frame_003.00.png
4,UTG1,T3o,0,0,0,100,false,frame_003.00.png
4,UTG1,93o,0,0,0,100,false,frame_003.00.png
4,UTG1,83o,0,0,0,100,false,frame_003.00.png
4,UTG1,73o,0,0,0,100,false,frame_003.00.png
4,UTG1,63o,0,0,0,100,false,frame_003.00.png
4,UTG1,53o,0,0,0,100,false,frame_003.00.png
4,UTG1,43o,0,0,0,100,false,frame_003.00.png
4,UTG1,33,100,0,0,0,false,frame_003.00.png
4,UTG1,32s,0,0,0,100,false,frame_003.00.png
4,UTG1,A2o,0,0,0,100,false,frame_003.00.png
4,UTG1,K2o,0,0,0,100,false,frame_003.00.png
4,UTG1,Q2o,0,0,0,100,false,frame_003.00.png
4,UTG1,J2o,0,0,0,100,false,frame_003.00.png
4,UTG1,T2o,0,0,0,100,false,frame_003.00.png
4,UTG1,92o,0,0,0,100,false,frame_003.00.png
4,UTG1,82o,0,0,0,100,false,frame_003.00.png
4,UTG1,72o,0,0,0,100,false,frame_003.00.png
4,UTG1,62o,0,0,0,100,false,frame_003.00.png
4,UTG1,52o,0,0,0,100,false,frame_003.00.png
4,UTG1,42o,0,0,0,100,false,frame_003.00.png
4,UTG1,32o,0,0,0,100,false,frame_003.00.png
4,UTG1,22,0,0,0,100,false,frame_003.00.png
4,LJ,AA,100,0,0,0,false,frame_004.00.png
4,LJ,AKs,100,0,0,0,false,frame_004.00.png
4,LJ,AQs,100,0,0,0,false,frame_004.00.png
4,LJ,AJs,100,0,0,0,false,frame_004.00.png
4,LJ,ATs,100,0,0,0,false,frame_004.00.png
4,LJ,A9s,100,0,0,0,false,frame_004.00.png
4,LJ,A8s,100,0,0,0,false,frame_004.00.png
4,LJ,A7s,100,0,0,0,false,frame_004.00.png
4,LJ,A6s,100,0,0,0,false,frame_004.00.png
4,LJ,A5s,100,0,0,0,false,frame_004.00.png
4,LJ,A4s,100,0,0,0,false,frame_004.00.png
4,LJ,A3s,100,0,0,0,false,frame_004.00.png
4,LJ,A2s,100,0,0,0,false,frame_004.00.png
4,LJ,AKo,100,0,0,0,false,frame_004.00.png
4,LJ,KK,100,0,0,0,false,frame_004.00.png
4,LJ,KQs,100,0,0,0,false,frame_004.00.png
4,LJ,KJs,100,0,0,0,false,frame_004.00.png
4,LJ,KTs,100,0,0,0,false,frame_004.00.png
4,LJ,K9s,100,0,0,0,false,frame_004.00.png
4,LJ,K8s,100,0,0,0,false,frame_004.00.png
4,LJ,K7s,100,0,0,0,false,frame_004.00.png
4,LJ,K6s,100,0,0,0,false,frame_004.00.png
4,LJ,K5s,100,0,0,0,false,frame_004.00.png
4,LJ,K4s,0,0,0,100,false,frame_004.00.png
4,LJ,K3s,0,0,0,100,false,frame_004.00.png
4,LJ,K2s,0,0,0,100,false,frame_004.00.png
4,LJ,AQo,100,0,0,0,false,frame_004.00.png
4,LJ,KQo,100,0,0,0,false,frame_004.00.png
4,LJ,QQ,100,0,0,0,false,frame_004.00.png
4,LJ,QJs,100,0,0,0,false,frame_004.00.png
4,LJ,QTs,100,0,0,0,false,frame_004.00.png
4,LJ,Q9s,100,0,0,0,false,frame_004.00.png
4,LJ,Q8s,100,0,0,0,false,frame_004.00.png
4,LJ,Q7s,0,0,0,100,false,frame_004.00.png
4,LJ,Q6s,0,0,0,100,false,frame_004.00.png
4,LJ,Q5s,0,0,0,100,false,frame_004.00.png
4,LJ,Q4s,0,0,0,100,false,frame_004.00.png
4,LJ,Q3s,0,0,0,100,false,frame_004.00.png
4,LJ,Q2s,0,0,0,100,false,frame_004.00.png
4,LJ,AJo,100,0,0,0,false,frame_004.00.png
4,LJ,KJo,100,0,0,0,false,frame_004.00.png
4,LJ,QJo,100,0,0,0,false,frame_004.00.png
4,LJ,JJ,100,0,0,0,false,frame_004.00.png
4,LJ,JTs,100,0,0,0,false,frame_004.00.png
4,LJ,J9s,100,0,0,0,false,frame_004.00.png
4,LJ,J8s,100,0,0,0,false,frame_004.00.png
4,LJ,J7s,0,0,0,100,false,frame_004.00.png
4,LJ,J6s,0,0,0,100,false,frame_004.00.png
4,LJ,J5s,0,0,0,100,false,frame_004.00.png
4,LJ,J4s,0,0,0,100,false,frame_004.00.png
4,LJ,J3s,0,0,0,100,false,frame_004.00.png
4,LJ,J2s,0,0,0,100,false,frame_004.00.png
4,LJ,ATo,100,0,0,0,false,frame_004.00.png
4,LJ,KTo,100,0,0,0,false,frame_004.00.png
4,LJ,QTo,100,0,0,0,false,frame_004.00.png
4,LJ,JTo,100,0,0,0,false,frame_004.00.png
4,LJ,TT,100,0,0,0,false,frame_004.00.png
4,LJ,T9s,100,0,0,0,false,frame_004.00.png
4,LJ,T8s,100,0,0,0,false,frame_004.00.png
4,LJ,T7s,0,0,0,100,false,frame_004.00.png
4,LJ,T6s,0,0,0,100,false,frame_004.00.png
4,LJ,T5s,0,0,0,100,false,frame_004.00.png
4,LJ,T4s,0,0,0,100,false,frame_004.00.png
4,LJ,T3s,0,0,0,100,false,frame_004.00.png
4,LJ,T2s,0,0,0,100,false,frame_004.00.png
4,LJ,A9o,100,0,0,0,false,frame_004.00.png
4,LJ,K9o,100,0,0,0,false,frame_004.00.png
4,LJ,Q9o,0,0,0,100,false,frame_004.00.png
4,LJ,J9o,0,0,0,100,false,frame_004.00.png
4,LJ,T9o,0,0,0,100,false,frame_004.00.png
4,LJ,99,100,0,0,0,false,frame_004.00.png
4,LJ,98s,100,0,0,0,false,frame_004.00.png
4,LJ,97s,0,0,0,100,false,frame_004.00.png
4,LJ,96s,0,0,0,100,false,frame_004.00.png
4,LJ,95s,0,0,0,100,false,frame_004.00.png
4,LJ,94s,0,0,0,100,false,frame_004.00.png
4,LJ,93s,0,0,0,100,false,frame_004.00.png
4,LJ,92s,0,0,0,100,false,frame_004.00.png
4,LJ,A8o,100,0,0,0,false,frame_004.00.png
4,LJ,K8o,0,0,0,100,false,frame_004.00.png
4,LJ,Q8o,0,0,0,100,false,frame_004.00.png
4,LJ,J8o,0,0,0,100,false,frame_004.00.png
4,LJ,T8o,0,0,0,100,false,frame_004.00.png
4,LJ,98o,0,0,0,100,false,frame_004.00.png
4,LJ,88,100,0,0,0,false,frame_004.00.png
4,LJ,87s,0,0,0,100,false,frame_004.00.png
4,LJ,86s,0,0,0,100,false,frame_004.00.png
4,LJ,85s,0,0,0,100,false,frame_004.00.png
4,LJ,84s,0,0,0,100,false,frame_004.00.png
4,LJ,83s,0,0,0,100,false,frame_004.00.png
4,LJ,82s,0,0,0,100,false,frame_004.00.png
4,LJ,A7o,100,0,0,0,false,frame_004.00.png
4,LJ,K7o,0,0,0,100,false,frame_004.00.png
4,LJ,Q7o,0,0,0,100,false,frame_004.00.png
4,LJ,J7o,0,0,0,100,false,frame_004.00.png
4,LJ,T7o,0,0,0,100,false,frame_004.00.png
4,LJ,97o,0,0,0,100,false,frame_004.00.png
4,LJ,87o,0,0,0,100,false,frame_004.00.png
4,LJ,77,100,0,0,0,false,frame_004.00.png
4,LJ,76s,0,0,0,100,false,frame_004.00.png
4,LJ,75s,0,0,0,100,false,frame_004.00.png
4,LJ,74s,0,0,0,100,false,frame_004.00.png
4,LJ,73s,0,0,0,100,false,frame_004.00.png
4,LJ,72s,0,0,0,100,false,frame_004.00.png
4,LJ,A6o,100,0,0,0,false,frame_004.00.png
4,LJ,K6o,0,0,0,100,false,frame_004.00.png
4,LJ,Q6o,0,0,0,100,false,frame_004.00.png
4,LJ,J6o,0,0,0,100,false,frame_004.00.png
4,LJ,T6o,0,0,0,100,false,frame_004.00.png
4,LJ,96o,0,0,0,100,false,frame_004.00.png
4,LJ,86o,0,0,0,100,false,frame_004.00.png
4,LJ,76o,0,0,0,100,false,frame_004.00.png
4,LJ,66,100,0,0,0,false,frame_004.00.png
4,LJ,65s,0,0,0,100,false,frame_004.00.png
4,LJ,64s,0,0,0,100,false,frame_004.00.png
4,LJ,63s,0,0,0,100,false,frame_004.00.png
4,LJ,62s,0,0,0,100,false,frame_004.00.png
4,LJ,A5o,100,0,0,0,false,frame_004.00.png
4,LJ,K5o,0,0,0,100,false,frame_004.00.png
4,LJ,Q5o,0,0,0,100,false,frame_004.00.png
4,LJ,J5o,0,0,0,100,false,frame_004.00.png
4,LJ,T5o,0,0,0,100,false,frame_004.00.png
4,LJ,95o,0,0,0,100,false,frame_004.00.png
4,LJ,85o,0,0,0,100,false,frame_004.00.png
4,LJ,75o,0,0,0,100,false,frame_004.00.png
4,LJ,65o,0,0,0,100,false,frame_004.00.png
4,LJ,55,100,0,0,0,false,frame_004.00.png
4,LJ,54s,0,0,0,100,false,frame_004.00.png
4,LJ,53s,0,0,0,100,false,frame_004.00.png
4,LJ,52s,0,0,0,100,false,frame_004.00.png
4,LJ,A4o,100,0,0,0,false,frame_004.00.png
4,LJ,K4o,0,0,0,100,false,frame_004.00.png
4,LJ,Q4o,0,0,0,100,false,frame_004.00.png
4,LJ,J4o,0,0,0,100,false,frame_004.00.png
4,LJ,T4o,0,0,0,100,false,frame_004.00.png
4,LJ,94o,0,0,0,100,false,frame_004.00.png
4,LJ,84o,0,0,0,100,false,frame_004.00.png
4,LJ,74o,0,0,0,100,false,frame_004.00.png
4,LJ,64o,0,0,0,100,false,frame_004.00.png
4,LJ,54o,0,0,0,100,false,frame_004.00.png
4,LJ,44,100,0,0,0,false,frame_004.00.png
4,LJ,43s,0,0,0,100,false,frame_004.00.png
4,LJ,42s,0,0,0,100,false,frame_004.00.png
